gene_ID	day_4_vs_day_2_baseMean	day_4_vs_day_2_log2FoldChange	day_4_vs_day_2_lfcSE	day_4_vs_day_2_stat	day_4_vs_day_2_pvalue	day_4_vs_day_2_padj	day_4_vs_day_2_n_zeros
ENSG00000179409	875	-0.139	0.137	-1.02	0.308	0.587	0
ENSG00000272137	9.16	-0.32	0.858	-0.373	0.709	0.876	0
ENSG00000241357	1.36	-2.05	2.42	-0.844	0.399		2
ENSG00000171861	464	-0.311	0.16	-1.95	0.0516	0.202	0
ENSG00000120519	193	0.386	0.208	1.86	0.0631	0.229	0
ENSG00000167693	2570	-0.164	0.108	-1.52	0.129	0.358	0
ENSG00000177370	426	-0.385	0.158	-2.44	0.0146	0.0846	0
ENSG00000159842	2210	0.437	0.12	3.65	0.000263	0.00378	0
ENSG00000204655	13.8	-0.194	0.694	-0.279	0.78	0.911	0
ENSG00000108953	34700	-0.07	0.109	-0.64	0.522	0.764	0
ENSG00000108576	10.3	1	0.905	1.11	0.267	0.543	0
ENSG00000136003	977	-0.328	0.132	-2.48	0.013	0.0768	0
ENSG00000167193	2250	-0.187	0.126	-1.49	0.136	0.371	0
ENSG00000247626	628	-0.186	0.131	-1.42	0.155	0.398	0
ENSG00000254343	4.19	1.18	1.26	0.934	0.35		1
ENSG00000074660	8.34	0.762	0.911	0.836	0.403	0.676	0
ENSG00000167705	33.2	0.333	0.418	0.797	0.425	0.693	0
ENSG00000247077	1370	-0.233	0.134	-1.74	0.0817	0.27	0
ENSG00000290919	25.7	0.0862	0.536	0.161	0.872	0.953	0
ENSG00000184060	6.36	0.26	0.998	0.261	0.794		0
ENSG00000154721	394	-1.46	0.179	-8.14	3.88e-16	5.14e-14	0
ENSG00000174231	20500	-0.189	0.12	-1.57	0.116	0.337	0
ENSG00000070961	2830	0.458	0.109	4.19	2.83e-05	0.000561	0
ENSG00000277597	1.82	0.345	1.84	0.188	0.851		1
ENSG00000167716	499	-0.139	0.139	-0.995	0.32	0.6	0
ENSG00000132386	1000	0.0944	0.117	0.807	0.42	0.689	0
ENSG00000186335	2.02	-0.765	1.66	-0.46	0.645		0
ENSG00000184486	26.7	-0.282	0.51	-0.554	0.58	0.803	0
ENSG00000198346	1880	0.137	0.116	1.19	0.235	0.506	0
ENSG00000122035	37.6	-0.46	0.424	-1.08	0.279	0.556	0
ENSG00000277450	3.25	0.824	1.42	0.581	0.561		0
ENSG00000187175	5.7	0.582	1.09	0.533	0.594		0
ENSG00000108963	339	0.0832	0.169	0.492	0.623	0.829	0
ENSG00000187714	1.2	-0.868	2.24	-0.388	0.698		1
ENSG00000262664	180	-0.126	0.211	-0.595	0.552	0.784	0
ENSG00000175449	82.6	0.753	0.289	2.61	0.00907	0.0595	0
ENSG00000286975	1.73	2.96	2.06	1.44	0.15		2
ENSG00000177374	2.33	0.124	1.53	0.0809	0.936		0
ENSG00000261596	33	-0.157	0.472	-0.333	0.739	0.891	0
ENSG00000278540	7280	-0.156	0.112	-1.39	0.165	0.411	0
ENSG00000008516	139	-0.248	0.225	-1.1	0.271	0.547	0
ENSG00000167721	5310	-0.368	0.125	-2.93	0.00335	0.0281	0
ENSG00000286162	11.5	0.536	0.862	0.622	0.534	0.773	0
ENSG00000285996	12.3	-0.407	0.686	-0.593	0.553	0.785	0
ENSG00000141258	1250	-0.0539	0.133	-0.406	0.684	0.864	0
ENSG00000178982	3110	-0.238	0.142	-1.67	0.0939	0.296	0
ENSG00000099624	380	-0.228	0.167	-1.37	0.171	0.42	0
ENSG00000263345	1.38	0.414	2.06	0.201	0.841		1
ENSG00000125398	412	1	0.178	5.62	1.89e-08	8.63e-07	0
ENSG00000167178	1.98	0.521	1.75	0.298	0.766		1
ENSG00000139112	2450	0.0502	0.139	0.362	0.718	0.88	0
ENSG00000007168	4790	-0.0455	0.1	-0.455	0.649	0.845	0
ENSG00000182979	3840	0.284	0.104	2.73	0.00626	0.0454	0
ENSG00000185105	5.3	0.494	0.999	0.495	0.621		0
ENSG00000077150	554	0.351	0.137	2.56	0.0104	0.0658	0
ENSG00000132361	1240	-0.6	0.124	-4.85	1.24e-06	3.64e-05	0
ENSG00000262050	13.9	-0.444	0.707	-0.628	0.53	0.77	0
ENSG00000140598	2140	-0.0509	0.111	-0.458	0.647	0.843	0
ENSG00000132359	1570	-0.439	0.12	-3.65	0.000265	0.00379	0
ENSG00000258733	7.49	0.355	0.844	0.42	0.674		0
ENSG00000261848	12.3	0.121	0.714	0.169	0.866	0.95	0
ENSG00000172146	1.07	0.613	2.32	0.265	0.791		2
ENSG00000180090	2.32	1.23	1.63	0.752	0.452		0
ENSG00000127554	541	-0.187	0.137	-1.37	0.172	0.421	0
ENSG00000290124	4.24	-0.0999	1.12	-0.0889	0.929		0
ENSG00000183530	12300	0.186	0.107	1.74	0.0814	0.27	0
ENSG00000141255	0.777	0.757	2.65	0.286	0.775		2
ENSG00000108381	1.48	-1.31	2.23	-0.591	0.555		2
ENSG00000182919	701	0.197	0.131	1.51	0.132	0.363	0
ENSG00000092068	6440	-0.284	0.143	-1.98	0.0477	0.192	0
ENSG00000176994	2590	-0.0396	0.136	-0.29	0.772	0.906	0
ENSG00000167723	56.8	1.17	0.332	3.53	0.000411	0.00538	0
ENSG00000261916	11.2	-0.027	0.808	-0.0334	0.973	0.99	0
ENSG00000232934	3.87	-0.736	1.16	-0.634	0.526		0
ENSG00000262903	6.77	0.566	1.04	0.543	0.587		0
ENSG00000112531	8900	0.0626	0.101	0.62	0.535	0.773	0
ENSG00000213977	901	-0.496	0.166	-2.98	0.00287	0.0249	0
ENSG00000203685	37.2	-0.0727	0.422	-0.172	0.863	0.949	0
ENSG00000176204	341	0.274	0.196	1.4	0.162	0.408	0
ENSG00000160710	14300	-0.364	0.0985	-3.7	0.000214	0.00318	0
ENSG00000004660	197	-0.0304	0.21	-0.145	0.884	0.956	0
ENSG00000177098	154	0.484	0.228	2.13	0.0334	0.15	0
ENSG00000074370	300	0.0283	0.168	0.168	0.866	0.95	0
ENSG00000028277	220	0.287	0.207	1.39	0.165	0.412	0
ENSG00000074755	1390	-0.109	0.117	-0.936	0.349	0.627	0
ENSG00000274363	1.99	1.08	1.67	0.647	0.518		0
ENSG00000108406	2210	-0.0881	0.121	-0.725	0.468	0.726	0
ENSG00000117322	119	-0.385	0.252	-1.53	0.127	0.355	0
ENSG00000132388	4290	-0.491	0.109	-4.5	6.7e-06	0.000159	0
ENSG00000287043	1.01	-1.18	2.56	-0.461	0.645		2
ENSG00000227392	6.53	0.423	0.885	0.478	0.632		0
ENSG00000125846	537	0.314	0.161	1.95	0.051	0.201	0
ENSG00000183018	108	1.4	0.272	5.13	2.88e-07	9.89e-06	0
ENSG00000104611	225	0.426	0.193	2.2	0.0276	0.132	0
ENSG00000132382	2870	-0.338	0.124	-2.72	0.00656	0.0469	0
ENSG00000104960	3140	-0.0853	0.102	-0.837	0.403	0.676	0
ENSG00000231185	15	0.0405	0.62	0.0654	0.948	0.981	0
ENSG00000262921	0.946	-0.397	2.26	-0.175	0.861		1
ENSG00000188176	145	0.855	0.219	3.9	9.58e-05	0.0016	0
ENSG00000161905	30.1	0.00726	0.43	0.0169	0.987	0.994	0
ENSG00000233927	5320	0.0668	0.408	0.164	0.87	0.952	0
ENSG00000244184	2.14	-0.577	1.56	-0.37	0.711		0
ENSG00000182853	4.48	2.54	1.31	1.93	0.0535		1
ENSG00000105419	286	0.408	0.18	2.27	0.0231	0.117	0
ENSG00000145063	1.38	-1.38	2.32	-0.595	0.552		2
ENSG00000224805	1.29	0.947	2.05	0.463	0.643		1
ENSG00000108556	10.9	-0.787	0.867	-0.908	0.364	0.641	0
ENSG00000169239	326	0.0355	0.159	0.222	0.824	0.932	0
ENSG00000205710	149	0.383	0.215	1.78	0.0749	0.256	0
ENSG00000108528	888	-0.124	0.137	-0.903	0.367	0.643	0
ENSG00000267665	3.35	0.557	1.36	0.409	0.683		0
ENSG00000108518	10500	-0.359	0.0967	-3.72	0.000201	0.00302	0
ENSG00000166377	1020	0.16	0.145	1.1	0.272	0.548	0
ENSG00000234203	2.75	0.73	1.78	0.411	0.681		2
ENSG00000136250	3.37	1.51	1.29	1.17	0.243		0
ENSG00000225914	153	0.268	0.241	1.11	0.266	0.542	0
ENSG00000105323	11800	-0.0432	0.101	-0.428	0.669	0.856	0
ENSG00000262227	14.9	-0.421	0.629	-0.67	0.503	0.75	0
ENSG00000196388	11.9	-0.915	0.723	-1.27	0.206	0.469	0
ENSG00000130052	132	-0.114	0.235	-0.485	0.628	0.832	0
ENSG00000001626	716	-0.401	0.132	-3.04	0.00236	0.0214	0
ENSG00000188542	54.3	-0.0639	0.327	-0.195	0.845	0.941	0
ENSG00000289106	121	-0.384	0.237	-1.62	0.105	0.317	0
ENSG00000196357	69.1	-0.248	0.31	-0.803	0.422	0.691	0
ENSG00000180787	157	-0.228	0.23	-0.991	0.322	0.601	0
ENSG00000234327	79.1	-0.201	0.278	-0.724	0.469	0.726	0
ENSG00000167840	1010	-0.23	0.136	-1.68	0.0923	0.292	0
ENSG00000162433	249	-1.36	0.192	-7.08	1.46e-12	1.32e-10	0
ENSG00000129204	238	0.624	0.303	2.06	0.0395	0.168	0
ENSG00000180626	684	-0.0505	0.181	-0.28	0.78	0.91	0
ENSG00000288788	8.11	0.456	0.828	0.551	0.581	0.804	0
ENSG00000091409	9750	-0.184	0.095	-1.94	0.0522	0.204	0
ENSG00000007047	926	0.385	0.133	2.9	0.00368	0.0302	0
ENSG00000108559	2540	-0.408	0.118	-3.46	0.000534	0.00666	0
ENSG00000108561	4810	-0.54	0.0967	-5.59	2.29e-08	1.03e-06	0
ENSG00000117461	895	0.0557	0.133	0.419	0.675	0.86	0
ENSG00000072849	720	-0.0421	0.144	-0.292	0.77	0.905	0
ENSG00000112118	13400	-0.313	0.107	-2.93	0.00343	0.0286	0
ENSG00000179314	1410	0.18	0.152	1.18	0.237	0.508	0
ENSG00000108244	4.67	2.8	1.51	1.85	0.064		1
ENSG00000129221	58.6	3.13	0.409	7.64	2.11e-14	2.35e-12	0
ENSG00000129195	2130	-0.404	0.133	-3.04	0.00233	0.0212	0
ENSG00000198920	1050	-0.231	0.121	-1.91	0.0557	0.212	0
ENSG00000256806	55.9	0.231	0.386	0.598	0.55	0.784	0
ENSG00000104517	13900	-0.383	0.104	-3.69	0.000229	0.00335	0
ENSG00000108423	547	-0.114	0.142	-0.8	0.424	0.692	0
ENSG00000167123	77.9	1.03	0.318	3.22	0.00127	0.0133	0
ENSG00000136286	7.06	1.65	1.11	1.49	0.136		1
ENSG00000291084	96.4	-0.426	0.3	-1.42	0.156	0.401	0
ENSG00000183166	486	-0.621	0.168	-3.7	0.000218	0.00321	0
ENSG00000219200	1300	0.0848	0.202	0.42	0.675	0.859	0
ENSG00000258315	788	0.228	0.147	1.54	0.123	0.347	0
ENSG00000287707	43.5	0.0109	0.436	0.0251	0.98	0.993	0
ENSG00000198483	146	0.0819	0.218	0.376	0.707	0.875	0
ENSG00000161940	239	0.649	0.19	3.41	0.000648	0.00777	0
ENSG00000121005	1150	-0.172	0.128	-1.34	0.18	0.433	0
ENSG00000115919	3.75	0.921	1.38	0.667	0.504		1
ENSG00000174327	39	-0.467	0.403	-1.16	0.247	0.52	0
ENSG00000131711	14700	0.199	0.093	2.14	0.0325	0.147	0
ENSG00000167986	12400	-0.147	0.118	-1.24	0.215	0.48	0
ENSG00000174326	3.37	-0.541	1.29	-0.42	0.674		0
ENSG00000011028	514	-0.555	0.146	-3.81	0.000138	0.0022	0
ENSG00000269964	28.6	0.119	0.445	0.266	0.79	0.916	0
ENSG00000081059	519	-0.371	0.153	-2.42	0.0153	0.0875	0
ENSG00000161944	0.8	1.28	2.63	0.487	0.626		2
ENSG00000162722	24.6	-0.378	0.536	-0.706	0.48	0.734	0
ENSG00000132535	1110	0.541	0.129	4.2	2.64e-05	0.000529	0
ENSG00000072778	1420	0.0687	0.138	0.498	0.619	0.826	0
ENSG00000188921	72.4	0.163	0.315	0.517	0.605	0.817	0
ENSG00000182308	14.5	0.361	0.654	0.551	0.582	0.804	0
ENSG00000004975	1430	0.0521	0.117	0.443	0.658	0.851	0
ENSG00000260874	5.34	-0.38	1.09	-0.348	0.728		0
ENSG00000175826	2190	0.0466	0.117	0.398	0.691	0.868	0
ENSG00000052126	5780	-0.091	0.129	-0.704	0.481	0.734	0
ENSG00000170291	685	-0.065	0.175	-0.371	0.71	0.877	0
ENSG00000234511	5.14	0.526	1.08	0.487	0.626		0
ENSG00000288899	451	-0.346	0.165	-2.09	0.0365	0.159	0
ENSG00000156535	173	-0.112	0.204	-0.548	0.584	0.806	0
ENSG00000229589	96.9	-0.316	0.277	-1.14	0.254	0.529	0
ENSG00000181885	1400	-0.292	0.157	-1.86	0.063	0.229	0
ENSG00000148180	838	0.12	0.152	0.792	0.428	0.695	0
ENSG00000143549	12600	-0.251	0.136	-1.85	0.0647	0.233	0
ENSG00000215041	674	-0.198	0.138	-1.43	0.152	0.395	0
ENSG00000072818	155	-0.749	0.242	-3.1	0.00194	0.0186	0
ENSG00000213859	93	-0.00778	0.27	-0.0288	0.977	0.992	0
ENSG00000114388	431	0.187	0.162	1.15	0.248	0.522	0
ENSG00000136731	5610	-0.199	0.108	-1.84	0.0651	0.234	0
ENSG00000259001	21600	-0.00679	0.115	-0.0588	0.953	0.983	0
ENSG00000205544	1150	-0.0715	0.181	-0.396	0.692	0.868	0
ENSG00000169992	1910	0.0656	0.11	0.597	0.551	0.784	0
ENSG00000121211	907	0.172	0.158	1.08	0.278	0.556	0
ENSG00000184560	1.63	-1.23	2.12	-0.579	0.563		2
ENSG00000119685	1680	-0.0433	0.119	-0.364	0.716	0.879	0
ENSG00000283415	33.7	0.114	0.475	0.24	0.811	0.926	0
ENSG00000259224	1.48	-0.931	2.01	-0.463	0.643		1
ENSG00000181222	9730	-0.158	0.122	-1.3	0.192	0.451	0
ENSG00000223837	15.3	0.0639	0.594	0.108	0.914	0.968	0
ENSG00000239697	48.5	0.872	0.355	2.45	0.0141	0.0822	0
ENSG00000169621	314	0.151	0.163	0.929	0.353	0.63	0
ENSG00000161955	23.2	-0.978	0.53	-1.84	0.0653	0.234	0
ENSG00000161960	16600	-0.215	0.156	-1.38	0.167	0.414	0
ENSG00000233223	88.8	-0.171	0.288	-0.593	0.553	0.785	0
ENSG00000129194	226	1.45	0.197	7.36	1.79e-13	1.85e-11	0
ENSG00000129214	12.1	-1.1	0.705	-1.56	0.119	0.341	0
ENSG00000141504	786	-0.154	0.141	-1.09	0.276	0.553	0
ENSG00000129244	640	-0.381	0.143	-2.67	0.00768	0.053	0
ENSG00000141510	2930	-0.403	0.125	-3.22	0.00128	0.0134	0
ENSG00000170266	996	-0.122	0.143	-0.848	0.397	0.671	0
ENSG00000166200	3450	-0.154	0.121	-1.27	0.206	0.469	0
ENSG00000288748	13.5	0.634	0.671	0.944	0.345	0.622	0
ENSG00000167874	68.7	2.37	0.329	7.21	5.4e-13	5.27e-11	0
ENSG00000261051	2.54	0.019	1.64	0.0116	0.991		1
ENSG00000183011	596	0.101	0.174	0.583	0.56	0.79	0
ENSG00000198010	97.8	0.91	0.328	2.77	0.00554	0.0415	0
ENSG00000100422	3210	0.0784	0.149	0.527	0.598	0.813	0
ENSG00000170004	1570	0.375	0.151	2.49	0.0127	0.0753	0
ENSG00000261790	4.78	-1.28	1.12	-1.14	0.253		0
ENSG00000170037	910	0.29	0.147	1.97	0.0493	0.197	0
ENSG00000143333	298	0.421	0.162	2.6	0.00939	0.0609	0
ENSG00000179477	2.29	-0.334	1.66	-0.201	0.841		1
ENSG00000075426	178	0.514	0.217	2.37	0.018	0.0984	0
ENSG00000179148	2.34	0.971	1.49	0.65	0.515		0
ENSG00000078967	176	0.747	0.208	3.6	0.000321	0.00444	0
ENSG00000179094	431	0.0294	0.156	0.189	0.85	0.944	0
ENSG00000178999	1490	-0.319	0.11	-2.9	0.00372	0.0305	0
ENSG00000129354	2460	-0.0398	0.17	-0.235	0.815	0.928	0
ENSG00000178977	28	0.309	0.456	0.677	0.499	0.747	0
ENSG00000205085	2.04	0.774	1.74	0.445	0.656		1
ENSG00000166535	28.8	-0.714	0.458	-1.56	0.119	0.341	0
ENSG00000272824	1.05	-1.75	2.54	-0.689	0.491		2
ENSG00000269947	24.1	-0.369	0.497	-0.743	0.457	0.718	0
ENSG00000136826	276	0.455	0.225	2.03	0.0427	0.178	0
ENSG00000198844	12.3	1.24	0.693	1.79	0.0735	0.253	0
ENSG00000189051	1.78	-1.3	1.85	-0.705	0.481		1
ENSG00000141506	141	0.793	0.224	3.54	0.000398	0.00523	0
ENSG00000150961	1750	-0.631	0.126	-5.02	5.06e-07	1.63e-05	0
ENSG00000170310	698	0.21	0.144	1.46	0.145	0.384	0
ENSG00000130958	278	0.136	0.193	0.707	0.479	0.733	0
ENSG00000271851	38.5	-0.762	0.396	-1.93	0.054	0.208	0
ENSG00000197279	418	0.188	0.179	1.05	0.294	0.573	0
ENSG00000175110	2020	-0.228	0.129	-1.76	0.0776	0.262	0
ENSG00000176601	1.55	-0.671	2.01	-0.334	0.739		1
ENSG00000185668	437	1.91	0.2	9.56	1.22e-21	2.56e-19	0
ENSG00000266913	4.25	1.12	1.3	0.863	0.388		1
ENSG00000184076	2390	-0.286	0.177	-1.62	0.106	0.318	0
ENSG00000287855	1.71	-1.16	1.97	-0.591	0.554		1
ENSG00000154914	299	-0.173	0.166	-1.04	0.296	0.575	0
ENSG00000258982	4.58	0.759	1.21	0.629	0.529		0
ENSG00000141542	51.8	0.0863	0.335	0.258	0.797	0.919	0
ENSG00000237290	1.26	0.893	2.17	0.411	0.681		2
ENSG00000289980	0.952	0.563	2.45	0.23	0.818		2
ENSG00000143515	1520	-0.234	0.123	-1.9	0.0569	0.215	0
ENSG00000170222	97.1	0.139	0.265	0.524	0.6	0.814	0
ENSG00000204843	7380	-0.0157	0.108	-0.145	0.885	0.957	0
ENSG00000104973	767	-0.138	0.139	-0.997	0.319	0.598	0
ENSG00000114446	873	-0.00775	0.122	-0.0633	0.95	0.981	0
ENSG00000264727	7.13	-0.23	0.997	-0.231	0.817		0
ENSG00000289910	1.72	-0.315	1.83	-0.172	0.864		1
ENSG00000155755	1110	-0.192	0.127	-1.51	0.131	0.361	0
ENSG00000111203	494	-0.405	0.149	-2.72	0.00646	0.0464	0
ENSG00000104805	2700	0.146	0.123	1.19	0.235	0.506	0
ENSG00000176909	22.4	0.149	0.529	0.282	0.778	0.909	0
ENSG00000006744	2960	-0.19	0.116	-1.64	0.102	0.311	0
ENSG00000166106	38	-1.54	0.413	-3.74	0.000186	0.00281	0
ENSG00000125430	453	-0.354	0.146	-2.43	0.0149	0.0856	0
ENSG00000266709	136	-0.11	0.244	-0.451	0.652	0.847	0
ENSG00000230647	2.99	-0.0849	1.31	-0.0648	0.948		0
ENSG00000280511	185	-0.727	0.207	-3.5	0.000461	0.00591	0
ENSG00000184908	24.8	0.67	0.505	1.33	0.184	0.44	0
ENSG00000205325	4.81	-0.767	1.2	-0.64	0.522		0
ENSG00000099889	640	0.0111	0.216	0.0517	0.959	0.985	0
ENSG00000109099	25.1	1.9	0.53	3.58	0.000343	0.00468	0
ENSG00000197879	1680	0.0728	0.12	0.608	0.543	0.779	0
ENSG00000125409	15.8	0.592	0.608	0.974	0.33	0.608	0
ENSG00000108298	38900	0.0415	0.166	0.25	0.803	0.923	0
ENSG00000174500	1.23	0.159	2.18	0.0729	0.942		2
ENSG00000122483	1310	-0.0623	0.187	-0.333	0.74	0.891	0
ENSG00000175106	940	0.179	0.168	1.07	0.286	0.565	0
ENSG00000241322	3.65	-0.93	1.23	-0.754	0.451		0
ENSG00000180573	8710	-0.384	0.185	-2.08	0.0378	0.163	0
ENSG00000187147	2510	-0.211	0.102	-2.07	0.0386	0.165	0
ENSG00000290901	25.2	0.598	0.52	1.15	0.25	0.525	0
ENSG00000204620	7.93	0.322	0.823	0.392	0.695	0.87	0
ENSG00000159199	1480	-0.453	0.173	-2.62	0.00874	0.0581	0
ENSG00000133812	2400	0.0893	0.111	0.804	0.421	0.69	0
ENSG00000170425	66.1	0.708	0.312	2.27	0.0234	0.118	0
ENSG00000285756	584	-0.00832	0.14	-0.0593	0.953	0.982	0
ENSG00000214941	590	0.19	0.147	1.29	0.198	0.459	0
ENSG00000014641	4490	-0.215	0.104	-2.07	0.038	0.164	0
ENSG00000108474	324	0.142	0.174	0.817	0.414	0.685	0
ENSG00000265401	6.88	-0.638	0.979	-0.652	0.514		0
ENSG00000288815	44.8	0.252	0.506	0.497	0.619	0.826	0
ENSG00000104808	15.2	0.312	0.618	0.504	0.614	0.824	0
ENSG00000102805	322	0.2	0.187	1.07	0.284	0.561	0
ENSG00000187688	12.5	0.66	0.686	0.962	0.336	0.614	0
ENSG00000066379	131	-0.0736	0.238	-0.31	0.757	0.898	0
ENSG00000241213	4.89	-0.982	1.17	-0.838	0.402		0
ENSG00000175061	11500	0.053	0.186	0.285	0.775	0.908	0
ENSG00000145247	609	-0.123	0.173	-0.713	0.476	0.731	0
ENSG00000141040	229	0.384	0.192	2	0.0452	0.185	0
ENSG00000008988	27300	0.058	0.317	0.183	0.855	0.945	0
ENSG00000170160	281	0.308	0.205	1.5	0.134	0.367	0
ENSG00000158089	188	-0.0412	0.2	-0.206	0.837	0.937	0
ENSG00000004142	915	-0.165	0.132	-1.25	0.211	0.475	0
ENSG00000163597	6640	-0.293	0.124	-2.37	0.0179	0.0979	0
ENSG00000290976	86.3	0.638	0.33	1.94	0.0529	0.205	0
ENSG00000279206	2.83	1.19	1.47	0.807	0.42		1
ENSG00000288235	13.4	0.376	0.664	0.567	0.571	0.798	0
ENSG00000228300	225	0.0234	0.179	0.13	0.896	0.96	0
ENSG00000166532	2090	-0.159	0.181	-0.879	0.38	0.655	0
ENSG00000268889	21.5	-0.068	0.53	-0.128	0.898	0.961	0
ENSG00000227189	16.7	-0.239	0.591	-0.403	0.687	0.865	0
ENSG00000198815	1940	-0.0372	0.11	-0.339	0.734	0.888	0
ENSG00000261476	17.2	0.217	0.602	0.361	0.718	0.88	0
ENSG00000133030	6210	0.168	0.117	1.44	0.15	0.392	0
ENSG00000179598	63.7	0.288	0.314	0.916	0.36	0.637	0
ENSG00000184378	142	-0.526	0.236	-2.23	0.026	0.127	0
ENSG00000154803	1300	-0.126	0.133	-0.948	0.343	0.62	0
ENSG00000160360	183	0.616	0.234	2.63	0.00845	0.0567	0
ENSG00000008294	3900	0.148	0.0999	1.48	0.139	0.376	0
ENSG00000012174	315	0.0704	0.161	0.437	0.662	0.853	0
ENSG00000264666	26.2	-0.337	0.469	-0.718	0.473	0.729	0
ENSG00000273451	47.3	0.365	0.4	0.914	0.361	0.638	0
ENSG00000108557	74.4	2.54	0.381	6.67	2.59e-11	1.87e-09	0
ENSG00000100078	95.7	-0.301	0.297	-1.01	0.31	0.59	0
ENSG00000072310	486	-0.451	0.17	-2.66	0.00791	0.054	0
ENSG00000168621	6.73	-1.93	1.02	-1.89	0.0591		0
ENSG00000145354	873	-0.338	0.155	-2.17	0.0296	0.139	0
ENSG00000175662	112	1.02	0.283	3.61	0.000307	0.0043	0
ENSG00000274090	30.6	0.249	0.459	0.542	0.588	0.807	0
ENSG00000171962	7.14	1.29	0.932	1.38	0.168		0
ENSG00000171953	368	0.201	0.163	1.23	0.217	0.484	0
ENSG00000146963	3320	-0.205	0.107	-1.91	0.0559	0.213	0
ENSG00000108591	870	-0.0194	0.124	-0.156	0.876	0.954	0
ENSG00000091536	24.9	0.811	0.528	1.54	0.125	0.351	0
ENSG00000250302	15.4	-1.04	0.699	-1.49	0.137	0.371	0
ENSG00000196712	4860	0.0797	0.0987	0.808	0.419	0.689	0
ENSG00000091542	2020	0.00346	0.138	0.0251	0.98	0.993	0
ENSG00000131899	1420	-0.0031	0.111	-0.0279	0.978	0.992	0
ENSG00000267296	75.7	0.577	0.31	1.86	0.0627	0.228	0
ENSG00000223546	448	0.0146	0.152	0.096	0.924	0.971	0
ENSG00000170959	18	1.19	0.585	2.03	0.0428	0.178	0
ENSG00000257135	50.5	0.52	0.359	1.45	0.147	0.388	0
ENSG00000260647	6.97	0.418	1.01	0.412	0.681		0
ENSG00000215644	1.52	0.216	1.97	0.109	0.913		1
ENSG00000287192	6.29	-0.053	0.923	-0.0574	0.954		0
ENSG00000103351	393	0.49	0.152	3.23	0.00122	0.0129	0
ENSG00000177302	1210	-0.218	0.119	-1.83	0.0672	0.239	0
ENSG00000176974	872	-0.125	0.122	-1.02	0.306	0.586	0
ENSG00000220161	34.1	0.672	0.433	1.55	0.121	0.344	0
ENSG00000149313	1430	0.0979	0.113	0.865	0.387	0.662	0
ENSG00000215305	525	0.13	0.137	0.944	0.345	0.623	0
ENSG00000175985	6.14	-0.0485	0.939	-0.0517	0.959		0
ENSG00000239672	2290	-0.562	0.344	-1.63	0.102	0.312	0
ENSG00000189375	3.34	1.71	1.4	1.22	0.224		1
ENSG00000113615	2210	-0.125	0.118	-1.06	0.289	0.567	0
ENSG00000290687	705	-0.00462	0.125	-0.037	0.971	0.989	0
ENSG00000253958	61.1	-0.165	0.31	-0.531	0.595	0.811	0
ENSG00000289262	4.46	-1.36	1.2	-1.13	0.257		0
ENSG00000240445	1160	0.207	0.123	1.69	0.0909	0.29	0
ENSG00000124762	202	1.51	0.216	7	2.49e-12	2.2e-10	0
ENSG00000171931	1.28	0.24	2.19	0.11	0.913		2
ENSG00000141127	1110	0.0769	0.143	0.537	0.592	0.81	0
ENSG00000173933	3690	-0.212	0.121	-1.75	0.0807	0.269	0
ENSG00000256771	2580	-0.152	0.115	-1.32	0.186	0.443	0
ENSG00000188522	1280	0.00652	0.12	0.0543	0.957	0.984	0
ENSG00000228157	70.5	0.499	0.379	1.32	0.187	0.445	0
ENSG00000136527	10900	-0.376	0.124	-3.04	0.00236	0.0214	0
ENSG00000288745	20.5	-0.4	0.66	-0.606	0.545	0.78	0
ENSG00000260219	76	-0.0974	0.295	-0.33	0.741	0.892	0
ENSG00000262202	1690	0.112	0.2	0.56	0.576	0.801	0
ENSG00000262319	18.7	-0.115	0.639	-0.181	0.857	0.946	0
ENSG00000130307	83.9	0.185	0.3	0.615	0.538	0.776	0
ENSG00000262292	3.19	0.96	1.49	0.646	0.518		1
ENSG00000072134	1410	-0.0346	0.129	-0.268	0.788	0.915	0
ENSG00000177369	7.56	0.108	0.858	0.126	0.9	0.962	0
ENSG00000281856	22.7	0.766	1.72	0.445	0.656	0.85	1
ENSG00000101188	6.33	-0.749	0.938	-0.799	0.424		0
ENSG00000108641	431	0.438	0.159	2.76	0.00574	0.0426	0
ENSG00000137834	697	0.93	0.146	6.39	1.65e-10	1.07e-08	0
ENSG00000166484	585	-0.0238	0.137	-0.174	0.862	0.948	0
ENSG00000166482	57.1	-0.544	0.379	-1.44	0.151	0.394	0
ENSG00000072210	1740	-0.114	0.114	-1.01	0.315	0.594	0
ENSG00000187672	813	0.288	0.189	1.53	0.127	0.355	0
ENSG00000247796	88.7	0.525	0.312	1.68	0.0931	0.294	0
ENSG00000141219	2220	0.155	0.117	1.33	0.185	0.44	0
ENSG00000083290	323	0.502	0.171	2.95	0.00322	0.0273	0
ENSG00000158106	155	0.2	0.296	0.676	0.499	0.747	0
ENSG00000261033	5.05	0.168	1.01	0.167	0.868		0
ENSG00000214401	6.67	-2.21	1.08	-2.04	0.0414		0
ENSG00000131437	796	0.103	0.135	0.765	0.444	0.708	0
ENSG00000282057	1.31	-0.565	2.07	-0.273	0.785		1
ENSG00000110395	5210	-0.338	0.107	-3.15	0.00163	0.0162	0
ENSG00000273706	14.8	-0.691	0.619	-1.12	0.264	0.541	0
ENSG00000254207	2.54	0.45	1.45	0.309	0.757		0
